,,0,1
"(43.5324809, -90.0026259)","(40.7989522, -81.3784445)",9 hours 2 mins,600.0
"(43.5324809, -90.0026259)","(41.810898, -78.2797352)",11 hours 52 mins,774.375
"(43.5324809, -90.0026259)","(45.3784271, -73.6145914)",15 hours 38 mins,1060.0
"(43.5324809, -90.0026259)","(47.6201461, -100.540737)",10 hours 5 mins,671.875
"(43.5324809, -90.0026259)","(47.8572261, -101.5029412)",10 hours 49 mins,734.375
"(43.542207, -89.1073356)","(25.7753549, -100.1131366)",1 day 1 hour,1601.25
"(43.542207, -89.1073356)","(25.8406526, -80.3264404)",22 hours 26 mins,1573.125
"(43.542207, -89.1073356)","(26.1223084, -80.1433786)",22 hours 11 mins,1549.375
"(43.542207, -89.1073356)","(26.1595156, -97.9908429)",22 hours 54 mins,1524.375
"(43.542207, -89.1073356)","(27.9477595, -82.458444)",19 hours 33 mins,1365.0
"(43.542207, -89.1073356)","(29.4246002, -98.4951405)",19 hours 35 mins,1304.375
"(43.542207, -89.1073356)","(29.7589382, -95.3676974)",17 hours 49 mins,1176.875
"(43.542207, -89.1073356)","(30.0860459, -94.1018461)",17 hours 30 mins,1144.375
"(43.542207, -89.1073356)","(30.3321838, -81.655651)",18 hours 2 mins,1253.75
"(43.542207, -89.1073356)","(31.3465627, -89.2600605)",14 hours 26 mins,981.25
"(43.542207, -89.1073356)","(31.5311784, -84.614328)",15 hours 53 mins,1086.25
"(43.542207, -89.1073356)","(31.5782062, -84.1556809)",15 hours 53 mins,1088.75
"(43.542207, -89.1073356)","(32.0723862, -84.2326876)",15 hours 30 mins,1050.0
"(43.542207, -89.1073356)","(32.0809263, -81.0911768)",16 hours 43 mins,1155.625
"(43.542207, -89.1073356)","(32.3669656, -86.3006485)",13 hours 33 mins,941.875
"(43.542207, -89.1073356)","(32.753177, -97.3327459)",15 hours 54 mins,1053.75
"(43.542207, -89.1073356)","(32.7876012, -79.9402728)",16 hours 24 mins,1098.75
"(43.542207, -89.1073356)","(32.8406946, -83.6324022)",14 hours 24 mins,990.0
"(43.542207, -89.1073356)","(33.1570582, -94.9694007)",14 hours 3 mins,945.625
"(43.542207, -89.1073356)","(33.4485866, -112.0773456)",1 day 3 hours,1748.75
"(43.542207, -89.1073356)","(33.4709714, -81.9748429)",15 hours 19 mins,1055.0
"(43.542207, -89.1073356)","(33.5206824, -86.8024326)",12 hours 18 mins,852.5
"(43.542207, -89.1073356)","(33.6882155, -86.50140448)",12 hours 39 mins,858.75
"(43.542207, -89.1073356)","(33.8981579, -84.2832564)",13 hours 13 mins,907.5
"(43.542207, -89.1073356)","(33.9412127, -84.2135309)",13 hours 16 mins,911.25
"(43.542207, -89.1073356)","(34.1650972, -84.7999383)",12 hours 40 mins,867.5
"(43.542207, -89.1073356)","(34.9498007, -81.9320157)",13 hours 35 mins,900.0
"(43.542207, -89.1073356)","(35.0697955, -85.1927326)",11 hours 40 mins,802.5
"(43.542207, -89.1073356)","(35.0832014, -80.8922957)",14 hours 34 mins,960.625
"(43.542207, -89.1073356)","(35.5365485, -78.2844435)",15 hours 44 mins,1030.0
"(43.542207, -89.1073356)","(35.9423833, -77.7956949)",16 hours 4 mins,1055.0
"(43.542207, -89.1073356)","(35.9603948, -83.9210261)",10 hours 51 mins,726.875
"(43.542207, -89.1073356)","(36.0726355, -79.7919754)",14 hours 11 mins,923.75
"(43.542207, -89.1073356)","(36.1867442, -94.1288142)",11 hours 9 mins,721.25
"(43.542207, -89.1073356)","(36.7183708, -76.2466798)",16 hours 32 mins,1091.25
"(43.542207, -89.1073356)","(36.8462923, -76.2929252)",16 hours 23 mins,1078.125
"(43.542207, -89.1073356)","(37.1876529, -78.2013859)",15 hours 6 mins,969.375
"(43.542207, -89.1073356)","(37.1924594, -77.3677408)",15 hours 25 mins,1018.125
"(43.542207, -89.1073356)","(37.2708788, -76.7074042)",15 hours 40 mins,1035.625
"(43.542207, -89.1073356)","(37.2738215, -79.96020215)",13 hours 20 mins,860.0
"(43.542207, -89.1073356)","(37.5385087, -77.43428)",14 hours 59 mins,991.25
"(43.542207, -89.1073356)","(37.6390972, -120.9968782)",1 day 7 hours,2131.875
"(43.542207, -89.1073356)","(37.9953335, -86.7977672)",8 hours 5 mins,512.5
"(43.542207, -89.1073356)","(38.3031837, -77.4605399)",14 hours 15 mins,935.0
"(43.542207, -89.1073356)","(38.6268039, -90.1994097)",5 hours 53 mins,396.875
"(43.542207, -89.1073356)","(38.8147596, -77.09024765)",13 hours 40 mins,896.25
"(43.542207, -89.1073356)","(38.8734985, -77.15263055)",13 hours 30 mins,888.75
"(43.542207, -89.1073356)","(39.2814871, -76.5856031)",13 hours 38 mins,898.75
"(43.542207, -89.1073356)","(39.834165, -96.064168)",8 hours 59 mins,585.0
"(43.542207, -89.1073356)","(39.9622601, -83.0007065)",8 hours 11 mins,541.25
"(43.542207, -89.1073356)","(40.125222, -87.6304614)",4 hours 48 mins,318.75
"(43.542207, -89.1073356)","(40.2101972, -77.0047276)",12 hours 42 mins,843.75
"(43.542207, -89.1073356)","(40.3246704, -76.0171505)",13 hours 34 mins,902.5
"(43.542207, -89.1073356)","(40.3823045, -74.51705142)",14 hours 54 mins,989.375
"(43.542207, -89.1073356)","(40.4416941, -79.9900861)",9 hours 50 mins,651.25
"(43.542207, -89.1073356)","(40.5159304, -75.5551858)",13 hours 54 mins,923.125
"(43.542207, -89.1073356)","(40.628143, -96.961372)",8 hours 24 mins,555.0
"(43.542207, -89.1073356)","(40.6851324, -76.1953701)",13 hours 21 mins,864.375
"(43.542207, -89.1073356)","(41.3240085, -75.7441253)",13 hours 17 mins,885.0
"(43.542207, -89.1073356)","(41.8119602, -79.2654452)",10 hours 40 mins,688.75
"(43.542207, -89.1073356)","(41.8239891, -71.4128343)",17 hours 32 mins,1161.875
"(43.542207, -89.1073356)","(41.8755616, -87.6244212)",3 hours 4 mins,183.125
"(43.542207, -89.1073356)","(42.0569297, -94.72887)",6 hours 9 mins,382.5
"(43.542207, -89.1073356)","(42.2825383, -83.175203)",6 hours 56 mins,461.875
"(43.542207, -89.1073356)","(42.3192548, -85.1824269)",5 hours 24 mins,356.25
"(43.542207, -89.1073356)","(42.6733171, -91.9135036)",3 hours 42 mins,221.25
"(43.542207, -89.1073356)","(42.8650864, -71.4934004)",17 hours 56 mins,1200.0
"(43.542207, -89.1073356)","(42.8690271, -76.9786122)",12 hours 31 mins,827.5
"(43.542207, -89.1073356)","(42.8786121, -76.9614506)",12 hours 29 mins,827.5
"(43.542207, -89.1073356)","(42.8867166, -78.8783922)",11 hours 0 mins,723.75
"(43.542207, -89.1073356)","(43.157285, -77.615214)",11 hours 58 mins,793.125
"(43.542207, -89.1073356)","(43.158679, -76.33271)",13 hours 1 min,864.375
"(43.542207, -89.1073356)","(43.7073195, -88.9900685)",23 mins,18.375
"(43.542207, -89.1073356)","(44.0374651, -116.7651123)",1 day 2 hours,1761.875
"(43.542207, -89.1073356)","(45.3919622, -75.7542905)",14 hours 31 mins,979.375
"(43.5737361, -116.5596313)","(42.6016814, -88.7076041)",1 day 0 hours,1705.0
"(43.5737361, -116.5596313)","(43.0123487, -89.2897646)",1 day 0 hours,1685.625
"(43.6086295, -116.392326)","(43.1834579, -89.2134359)",1 day 0 hours,1689.375
"(43.6086295, -116.392326)","(43.3997196, -88.5326008)",1 day 1 hour,1731.875
"(43.63131, -111.773593)","(43.1838844, -88.9884421)",20 hours 56 mins,1395.0
"(43.633216, -88.7296352)","(41.6258708, -87.1333676)",3 hours 23 mins,210.625
"(43.6521775, -94.4610832)","(34.6381255, -99.3339754)",12 hours 36 mins,848.75
"(43.6521775, -94.4610832)","(35.2951421, -79.7453164)",18 hours 42 mins,1243.75
"(43.6634212, -95.7527672)","(35.6286063, -99.0092034)",11 hours 8 mins,726.25
"(43.6634212, -95.7527672)","(35.6385545, -99.0001085)",11 hours 2 mins,725.0
"(43.6671139, -94.6187863)","(34.6381255, -99.3339754)",12 hours 28 mins,840.625
"(43.670011, -95.1500626)","(35.6286063, -99.0092034)",11 hours 28 mins,745.625
"(43.670011, -95.1500626)","(35.6385545, -99.0001085)",11 hours 23 mins,743.75
"(43.6747179, -87.9487034)","(44.5126379, -88.0125794)",1 hour 12 mins,75.0
"(43.6963371, -98.5722461)","(34.6381255, -99.3339754)",11 hours 52 mins,709.375
"(43.698573, -95.4686153)","(34.6381255, -99.3339754)",11 hours 50 mins,796.875
"(43.7073195, -88.9900685)","(32.753177, -97.3327459)",16 hours 8 mins,1067.5
"(43.7073195, -88.9900685)","(33.4605037, -82.2499504)",15 hours 19 mins,1052.5
"(43.7073195, -88.9900685)","(37.8227046, -121.27661)",1 day 7 hours,2132.5
"(43.7073195, -88.9900685)","(39.962398, -76.727392)",13 hours 12 mins,855.625
"(43.7073195, -88.9900685)","(41.7486838, -77.3005305)",12 hours 51 mins,796.875
"(43.7073195, -88.9900685)","(41.8755616, -87.6244212)",3 hours 9 mins,177.5
"(43.7073195, -88.9900685)","(42.096968, -75.914341)",13 hours 39 mins,884.375
"(43.7274832, -88.9062225)","(22.1131157, -101.2370011)",1 day 7 hours,1951.875
"(43.7274832, -88.9062225)","(25.4306326, -101.1233233)",1 day 2 hours,1683.75
"(43.7274832, -88.9062225)","(25.5982739, -100.883507)",1 day 1 hour,1646.25
"(43.7274832, -88.9062225)","(28.3318242, -98.1171612)",20 hours 58 mins,1395.0
"(43.7274832, -88.9062225)","(32.3669656, -86.3006485)",13 hours 45 mins,937.5
"(43.7274832, -88.9062225)","(32.6194442, -93.3486034)",14 hours 40 mins,941.25
"(43.7274832, -88.9062225)","(33.5778631, -101.8551665)",18 hours 28 mins,1256.25
"(43.7274832, -88.9062225)","(36.3084275, -95.3169136)",11 hours 24 mins,766.25
"(43.7274832, -88.9062225)","(39.7392364, -104.9848623)",15 hours 4 mins,1031.25
"(43.7274832, -88.9062225)","(39.9142424, -79.6697642)",10 hours 47 mins,693.125
"(43.7274832, -88.9062225)","(40.1920156, -80.6800786)",10 hours 8 mins,651.25
"(43.7274832, -88.9062225)","(40.3697905, -80.6339638)",9 hours 55 mins,637.5
"(43.7274832, -88.9062225)","(42.866632, -106.313081)",15 hours 2 mins,1019.375
"(43.7274832, -88.9062225)","(46.711925, -71.2967863)",17 hours 45 mins,1192.5
"(43.7274832, -88.9062225)","(47.3826903, -122.2270272)",1 day 4 hours,1926.25
"(43.7274832, -88.9062225)","(47.6957296, -117.1835398)",23 hours 50 mins,1638.125
"(43.7352624, -88.7812212)","(34.154389, -79.69223)",16 hours 1 min,1063.75
"(43.73826155, -79.7030296)","(42.6016814, -88.7076041)",9 hours 20 mins,607.5
"(43.7438722, -88.8670556)","(43.213671, -77.93918)",11 hours 55 mins,771.875
"(43.7438722, -88.8670556)","(45.0475594, -122.9575834)",1 day 6 hours,2042.5
"(43.7508284, -87.71453)","(43.7486054, -87.977038)",20 mins,14.812499999999998
"(43.7853531, -79.2785494)","(43.3177776, -88.378857)",10 hours 0 mins,663.75
"(43.830338, -83.270837)","(39.3394436, -101.889344)",17 hours 50 mins,1198.75
"(43.8424502, -88.8372972)","(26.1595156, -97.9908429)",23 hours 21 mins,1540.0
"(43.8424502, -88.8372972)","(29.4246002, -98.4951405)",20 hours 2 mins,1320.0
"(43.8424502, -88.8372972)","(29.8527259, -95.5243864)",18 hours 23 mins,1200.0
"(43.8424502, -88.8372972)","(30.0774578, -90.8851056)",16 hours 11 mins,1088.125
"(43.8424502, -88.8372972)","(30.0784922, -90.8858627)",16 hours 11 mins,1088.125
"(43.8424502, -88.8372972)","(32.3134868, -92.4945901)",14 hours 53 mins,948.75
"(43.8424502, -88.8372972)","(33.6882155, -86.50140448)",12 hours 50 mins,852.5
"(43.8424502, -88.8372972)","(35.6319907, -79.75928032)",14 hours 32 mins,943.125
"(43.8424502, -88.8372972)","(37.0853292, -89.1625731)",8 hours 1 min,542.5
"(43.8424502, -88.8372972)","(37.6390972, -120.9968782)",1 day 8 hours,2158.75
"(43.8424502, -88.8372972)","(40.2101972, -77.0047276)",12 hours 41 mins,830.625
"(43.8424502, -88.8372972)","(40.2663107, -76.8861122)",12 hours 46 mins,835.625
"(43.8424502, -88.8372972)","(41.8755616, -87.6244212)",3 hours 0 mins,175.625
"(43.8424502, -88.8372972)","(42.5119622, -88.4817651)",2 hours 10 mins,136.25
"(43.8424502, -88.8372972)","(42.7755645, -88.943999)",1 hour 35 mins,83.75
"(43.8424502, -88.8372972)","(42.8690271, -76.9786122)",12 hours 29 mins,813.75
"(43.8424502, -88.8372972)","(44.0206919, -88.5408574)",31 mins,21.0625
"(43.8424502, -88.8372972)","(44.0374651, -116.7651123)",1 day 2 hours,1789.375
"(43.8424502, -88.8372972)","(51.02532675, -114.0498685)",22 hours 29 mins,1455.625
"(43.9113575, -95.0656857)","(39.00871, -87.7523336)",10 hours 11 mins,669.375
"(43.9416755, -90.6397264)","(26.1223084, -80.1433786)",23 hours 15 mins,1628.75
"(43.9416755, -90.6397264)","(27.9477595, -82.458444)",20 hours 37 mins,1444.375
"(43.9416755, -90.6397264)","(30.3321838, -81.655651)",19 hours 6 mins,1333.125
"(43.9416755, -90.6397264)","(31.3465627, -89.2600605)",15 hours 30 mins,1060.625
"(43.9416755, -90.6397264)","(31.5782062, -84.1556809)",16 hours 57 mins,1168.125
"(43.9416755, -90.6397264)","(32.0809263, -81.0911768)",17 hours 47 mins,1235.0
"(43.9416755, -90.6397264)","(32.3134868, -92.4945901)",15 hours 30 mins,1011.875
"(43.9416755, -90.6397264)","(32.7876012, -79.9402728)",17 hours 28 mins,1178.125
"(43.9416755, -90.6397264)","(33.4709714, -81.9748429)",16 hours 23 mins,1134.375
"(43.9416755, -90.6397264)","(33.6882155, -86.50140448)",13 hours 43 mins,938.125
"(43.9416755, -90.6397264)","(33.8981579, -84.2832564)",14 hours 17 mins,986.875
"(43.9416755, -90.6397264)","(34.1335332, -86.8779268)",12 hours 41 mins,886.25
"(43.9416755, -90.6397264)","(34.9498007, -81.9320157)",14 hours 39 mins,979.375
"(43.9416755, -90.6397264)","(35.0697955, -85.1927326)",12 hours 44 mins,881.875
"(43.9416755, -90.6397264)","(35.1045943, -80.1092259)",16 hours 20 mins,1068.125
"(43.9416755, -90.6397264)","(35.5365485, -78.2844435)",16 hours 48 mins,1109.375
"(43.9416755, -90.6397264)","(35.9603948, -83.9210261)",11 hours 55 mins,806.25
"(43.9416755, -90.6397264)","(36.0726355, -79.7919754)",15 hours 15 mins,1003.125
"(43.9416755, -90.6397264)","(36.1622296, -86.7743531)",10 hours 41 mins,739.375
"(43.9416755, -90.6397264)","(36.8462923, -76.2929252)",17 hours 27 mins,1157.5
"(43.9416755, -90.6397264)","(37.1876529, -78.2013859)",16 hours 10 mins,1048.75
"(43.9416755, -90.6397264)","(37.2738215, -79.96020215)",14 hours 24 mins,939.375
"(43.9416755, -90.6397264)","(37.5385087, -77.43428)",16 hours 3 mins,1070.625
"(43.9416755, -90.6397264)","(38.3776234, -75.7304979)",16 hours 20 mins,1076.25
"(43.9416755, -90.6397264)","(38.7336028, -75.63557)",15 hours 53 mins,1051.875
"(43.9416755, -90.6397264)","(38.8017705, -77.1341729)",14 hours 42 mins,977.5
"(43.9416755, -90.6397264)","(38.8147596, -77.09024765)",14 hours 44 mins,975.625
"(43.9416755, -90.6397264)","(38.8734985, -77.15263055)",14 hours 34 mins,968.125
"(43.9416755, -90.6397264)","(40.2101972, -77.0047276)",13 hours 46 mins,923.125
"(43.9416755, -90.6397264)","(40.4416941, -79.9900861)",10 hours 54 mins,730.625
"(43.9416755, -90.6397264)","(40.5931373, -75.5188394)",14 hours 51 mins,998.75
"(43.9416755, -90.6397264)","(41.302303, -75.7224139)",14 hours 23 mins,966.25
"(43.9416755, -90.6397264)","(41.8119602, -79.2654452)",11 hours 44 mins,768.125
"(43.9416755, -90.6397264)","(41.8755616, -87.6244212)",4 hours 8 mins,262.5
"(43.9416755, -90.6397264)","(42.0227653, -93.4524342)",4 hours 1 min,275.0
"(43.9416755, -90.6397264)","(42.2222614, -83.3965995)",7 hours 50 mins,530.0
"(43.9416755, -90.6397264)","(42.652282, -78.896979)",11 hours 45 mins,786.25
"(43.9416755, -90.6397264)","(43.7492988, -79.462248)",11 hours 39 mins,786.875
"(43.9416755, -90.6397264)","(45.5581787, -74.0112116)",16 hours 52 mins,1132.5
"(43.9416755, -90.6397264)","(45.811633, -87.1031923)",5 hours 3 mins,293.75
"(43.9441328, -90.8129118)","(35.4119944, -99.4042592)",13 hours 42 mins,951.25
"(43.978576, -90.5040214)","(35.4119944, -99.4042592)",13 hours 56 mins,967.5
"(43.9792797, -120.737257)","(35.4119944, -99.4042592)",1 day 1 hour,1644.375
"(43.9792797, -120.737257)","(35.6385545, -99.0001085)",1 day 1 hour,1655.625
"(44.0071868, -90.5656887)","(35.4119944, -99.4042592)",13 hours 58 mins,968.125
"(44.0109722, -94.0560643)","(34.3835721, -98.9354765)",12 hours 42 mins,877.5
"(44.0109722, -94.0560643)","(35.6385545, -99.0001085)",12 hours 6 mins,816.875
"(44.0137336, -93.2203671)","(35.6286063, -99.0092034)",11 hours 40 mins,792.5
"(44.0137336, -93.2203671)","(35.6385545, -99.0001085)",11 hours 35 mins,790.625
"(44.0172242, -93.5885717)","(42.6016814, -88.7076041)",4 hours 58 mins,321.875
"(44.0206919, -88.5408574)","(30.0774578, -90.8851056)",16 hours 13 mins,1102.5
"(44.0206919, -88.5408574)","(30.0784922, -90.8858627)",16 hours 13 mins,1101.875
"(44.0206919, -88.5408574)","(30.2300936, -91.07613)",16 hours 8 mins,1110.0
"(44.0206919, -88.5408574)","(33.4337744, -80.4228665)",15 hours 39 mins,1049.375
"(44.0206919, -88.5408574)","(33.6882155, -86.50140448)",12 hours 50 mins,854.375
"(44.0206919, -88.5408574)","(33.8170974, -81.1009286)",14 hours 57 mins,998.75
"(44.0206919, -88.5408574)","(33.9323307, -117.5508901)",1 day 6 hours,2045.0
"(44.0206919, -88.5408574)","(35.769799, -91.6409722)",10 hours 57 mins,693.125
"(44.0206919, -88.5408574)","(37.0853292, -89.1625731)",8 hours 1 min,544.375
"(44.0206919, -88.5408574)","(38.8533773, -91.3059895)",7 hours 27 mins,488.125
"(44.0206919, -88.5408574)","(39.260692, -76.6271462)",13 hours 26 mins,881.25
"(44.0206919, -88.5408574)","(39.4667025, -87.4139119)",5 hours 53 mins,361.25
"(44.0206919, -88.5408574)","(40.125222, -87.6304614)",5 hours 8 mins,321.875
"(44.0206919, -88.5408574)","(40.9586956, -75.9960371)",12 hours 59 mins,851.25
"(44.0206919, -88.5408574)","(40.9646867, -75.9852789)",13 hours 0 mins,851.875
"(44.0206919, -88.5408574)","(41.3160082, -91.7340327)",5 hours 6 mins,311.875
"(44.0206919, -88.5408574)","(41.8755616, -87.6244212)",3 hours 1 min,177.5
"(44.0206919, -88.5408574)","(43.0349931, -87.922497)",1 hour 23 mins,88.125
"(44.0206919, -88.5408574)","(45.7831185, -75.0997632)",15 hours 7 mins,878.75
"(44.0206919, -88.5408574)","(47.5048851, -111.2918908)",18 hours 41 mins,1258.125
"(44.0206919, -88.5408574)","(49.583333, -99.45)",12 hours 4 mins,811.875
"(44.045552, -103.2185458)","(43.3177776, -88.378857)",11 hours 47 mins,813.125
"(44.045552, -103.2185458)","(43.4704014, -89.7437844)",10 hours 29 mins,737.5
"(44.0500054, -91.6392294)","(35.4119944, -99.4042592)",13 hours 7 mins,909.375
"(44.0505054, -123.0950506)","(35.3738712, -119.0194639)",11 hours 38 mins,756.875
"(44.0505054, -123.0950506)","(39.7683331, -86.1583502)",1 day 10 hours,2294.375
"(44.0505054, -123.0950506)","(42.8334738, -89.06949)",1 day 7 hours,2140.625
"(44.085218, -107.586847)","(35.4119944, -99.4042592)",15 hours 0 mins,943.75
"(44.085218, -107.586847)","(43.8424502, -88.8372972)",15 hours 36 mins,1050.625
"(44.1634663, -93.9993505)","(34.6381255, -99.3339754)",13 hours 0 mins,898.75
"(44.1634663, -93.9993505)","(35.2951421, -79.7453164)",18 hours 27 mins,1219.375
"(44.1634663, -93.9993505)","(35.4119944, -99.4042592)",12 hours 37 mins,872.5
"(44.1634663, -93.9993505)","(39.787035, -98.210537)",7 hours 29 mins,493.75
"(44.1634663, -93.9993505)","(43.074761, -89.3837613)",4 hours 34 mins,295.625
"(44.2022414, -76.9276688)","(43.074761, -89.3837613)",12 hours 12 mins,812.5
"(44.2022414, -76.9276688)","(43.0962919, -89.5119565)",12 hours 16 mins,821.25
"(44.2191935, -123.2047857)","(42.6829765, -89.0226793)",1 day 7 hours,2141.875
"(44.2740124, -123.170648)","(31.4334985, -87.401375)",1 day 16 hours,2622.5
"(44.2780432, -88.2720503)","(35.2273656, -80.5006219)",15 hours 3 mins,985.625
"(44.2944029, -91.2351602)","(35.4119944, -99.4042592)",13 hours 47 mins,944.375
"(44.2949637, -93.268827)","(35.6286063, -99.0092034)",11 hours 58 mins,812.5
"(44.2949637, -93.268827)","(35.6385545, -99.0001085)",11 hours 53 mins,811.25
"(44.32358, -96.926448)","(43.7073195, -88.9900685)",7 hours 18 mins,481.25
"(44.3857944, -91.0143157)","(35.2153299, -99.8664925)",14 hours 29 mins,990.0
"(44.3857944, -91.0143157)","(35.4119944, -99.4042592)",14 hours 2 mins,957.5
"(44.3857944, -91.0143157)","(47.920575, -104.0310439)",11 hours 27 mins,785.0
"(44.4238544, -89.780401)","(43.3177776, -88.378857)",2 hours 7 mins,133.75
"(44.4238544, -89.780401)","(43.4704014, -89.7437844)",1 hour 29 mins,94.375
"(44.4510731, -90.8412561)","(47.920575, -104.0310439)",11 hours 36 mins,791.25
"(44.4517617, -90.0199618)","(35.6385545, -99.0001085)",14 hours 27 mins,974.375
"(44.4952545, -108.0024782)","(35.6385545, -99.0001085)",15 hours 28 mins,1023.75
"(44.5126379, -88.0125794)","(39.7683331, -86.1583502)",6 hours 0 mins,395.625
"(44.5126379, -88.0125794)","(43.3177776, -88.378857)",1 hour 42 mins,108.75
"(44.5126379, -88.0125794)","(43.4704014, -89.7437844)",2 hours 31 mins,141.875
"(44.5291286, -90.8893143)","(34.6381255, -99.3339754)",14 hours 43 mins,998.125
"(44.5291286, -90.8893143)","(47.920575, -104.0310439)",11 hours 32 mins,787.5
"(44.554271, -70.551453)","(39.7683331, -86.1583502)",16 hours 53 mins,1072.5
"(44.554271, -70.551453)","(43.3177776, -88.378857)",18 hours 27 mins,1189.375
"(44.554271, -70.551453)","(43.4704014, -89.7437844)",19 hours 16 mins,1250.625
"(44.6016343, -92.5382464)","(35.4119944, -99.4042592)",13 hours 18 mins,904.375
"(44.6016343, -92.5382464)","(35.5261633, -98.7075744)",12 hours 41 mins,862.5
"(44.6016343, -92.5382464)","(47.920575, -104.0310439)",10 hours 25 mins,704.375
"(44.6365071, -123.1059324)","(42.6016814, -88.7076041)",1 day 7 hours,2128.125
"(44.6365071, -123.1059324)","(43.074761, -89.3837613)",1 day 6 hours,2079.375
"(44.6484629, -63.630982)","(39.7683331, -86.1583502)",1 day 0 hours,1611.25
"(44.6629339, -63.632489)","(39.7683331, -86.1583502)",1 day 0 hours,1609.375
"(44.666655, -93.044911)","(35.6385545, -99.0001085)",12 hours 30 mins,848.75
"(44.6688524, -90.1717987)","(47.920575, -104.0310439)",12 hours 11 mins,825.625
"(44.7063323, -78.0555902)","(35.9339639, -84.5524359)",13 hours 41 mins,872.5
"(44.7063323, -78.0555902)","(36.0148016, -84.1574175)",13 hours 18 mins,860.0
"(44.7063323, -78.0555902)","(37.762298, -84.8432852)",11 hours 28 mins,729.375
"(44.7063323, -78.0555902)","(38.811991, -87.2522367)",11 hours 46 mins,742.5
"(44.7063323, -78.0555902)","(39.8454163, -88.9524151)",11 hours 53 mins,786.25
"(44.7063323, -78.0555902)","(39.9486489, -87.4597385)",11 hours 16 mins,733.75
"(44.7063323, -78.0555902)","(43.117821, -71.426686)",8 hours 59 mins,551.875
"(44.7063323, -78.0555902)","(44.7927298, -89.7035959)",13 hours 46 mins,916.875
"(44.7186568, -92.3786114)","(35.8970899, -98.4225961)",12 hours 31 mins,841.875
"(44.7426933, -92.8518697)","(42.9167389, -89.2178997)",4 hours 4 mins,275.625
"(44.7779041, -93.3356204)","(43.1694257, -88.0146888)",5 hours 13 mins,356.25
"(44.811349, -91.4984941)","(43.0349931, -87.922497)",3 hours 33 mins,245.625
"(44.824, -108.432)","(35.4119944, -99.4042592)",15 hours 53 mins,1045.0
"(44.8663552, -93.0004919)","(43.1694257, -88.0146888)",4 hours 51 mins,333.75
"(44.899211, -97.115289)","(30.6943566, -88.0430541)",19 hours 48 mins,1300.625
"(44.9306662, -93.237309)","(35.2951421, -79.7453164)",18 hours 3 mins,1195.0
"(44.932738, -96.054481)","(34.6381255, -99.3339754)",13 hours 20 mins,905.0
"(44.9391565, -123.033121)","(35.3738712, -119.0194639)",12 hours 34 mins,816.875
"(44.9391565, -123.033121)","(38.8402805, -97.6114237)",1 day 1 hour,1721.875
"(44.9391565, -123.033121)","(42.6016814, -88.7076041)",1 day 7 hours,2106.875
"(44.942523, -95.723559)","(43.0349931, -87.922497)",7 hours 9 mins,465.0
"(44.942523, -95.723559)","(43.3177776, -88.378857)",7 hours 0 mins,433.125
"(44.9504037, -93.1015026)","(35.4119944, -99.4042592)",12 hours 55 mins,904.375
"(44.9504037, -93.1015026)","(39.1670396, -86.5342881)",9 hours 33 mins,638.125
"(44.9504037, -93.1015026)","(42.7755645, -88.943999)",4 hours 19 mins,293.125
"(44.9504037, -93.1015026)","(44.0206919, -88.5408574)",4 hours 13 mins,280.625
"(44.9504037, -93.1015026)","(47.920575, -104.0310439)",9 hours 44 mins,666.875
"(44.9630216, -92.9649361)","(35.3738712, -119.0194639)",1 day 4 hours,1960.625
"(44.9630216, -92.9649361)","(43.0962919, -89.5119565)",3 hours 45 mins,247.5
"(44.9630216, -92.9649361)","(43.3997196, -88.5326008)",4 hours 21 mins,284.375
"(44.9706705, -93.26821774)","(43.1838844, -88.9884421)",4 hours 12 mins,285.625
"(44.9797616, -93.2662466)","(43.0349931, -87.922497)",4 hours 55 mins,337.5
"(45.0165728, -93.0949501)","(35.6286063, -99.0092034)",12 hours 47 mins,868.75
"(45.0165728, -93.0949501)","(35.6385545, -99.0001085)",12 hours 41 mins,866.875
"(45.0475594, -122.9575834)","(42.6016814, -88.7076041)",1 day 6 hours,2096.875
"(45.0616794, -83.4327528)","(43.074761, -89.3837613)",8 hours 12 mins,485.0
"(45.0628999, -93.2060969)","(35.4119944, -99.4042592)",13 hours 8 mins,913.125
"(45.0838291, -93.2590388)","(39.3394436, -101.889344)",11 hours 36 mins,787.5
"(45.1098904, -66.6024505)","(39.4667025, -87.4139119)",20 hours 55 mins,1397.5
"(45.143731, -122.8553725)","(42.6016814, -88.7076041)",1 day 6 hours,2089.375
"(45.2004005, -67.2798634)","(39.0347666, -87.1658458)",20 hours 46 mins,1371.25
"(45.2041282, -91.5582197)","(35.4119944, -99.4042592)",14 hours 30 mins,994.375
"(45.2057106, -90.4915874)","(35.2153299, -99.8664925)",15 hours 45 mins,1092.5
"(45.2057106, -90.4915874)","(35.4119944, -99.4042592)",15 hours 18 mins,1060.0
"(45.2057106, -90.4915874)","(35.5261633, -98.7075744)",14 hours 41 mins,1018.125
"(45.2057106, -90.4915874)","(47.920575, -104.0310439)",12 hours 3 mins,819.375
"(45.2298399, -123.2180414)","(35.6385545, -99.0001085)",1 day 3 hours,1839.375
"(45.26572075, -63.21361369)","(39.4667025, -87.4139119)",1 day 1 hour,1640.0
"(45.278752, -66.058044)","(35.2598655, -80.4253426)",19 hours 4 mins,1234.375
"(45.278752, -66.058044)","(43.3177776, -88.378857)",23 hours 0 mins,1512.5
